src,dst,weight
envy,hate,0.1905
force,make,0.1905
form,paper,0.1905
fungus,mold,0.1905
ghetto,slum,0.1905
halloween,candy,0.1905
hypnotize,trance,0.1905
jaws,teeth,0.1905
nauseous,vomit,0.1905
paint,draw,0.1905
robot,computer,0.1905
shock,electric,0.1905
shovel,dig,0.1905
since,when,0.1905
siren,loud,0.1905
smoky,bear,0.1905
soothe,calm,0.1905
spider,bug,0.1905
spider,insect,0.1905
stalk,corn,0.1905
surprise,birthday,0.1905
thread,sew,0.1905
tragedy,sad,0.1905
tweezers,pluck,0.1905
uncommon,rare,0.1905
unusual,usual,0.1905
wild,crazy,0.1905
knight,soldier,0.18975
acid,base,0.189103
blanket,cold,0.189
bottle,coke,0.189
camp,tent,0.189
drunk,alcohol,0.189
general,hospital,0.189
insect,bite,0.189
opener,close,0.189
oxygen,breathe,0.189
pancakes,waffles,0.189
paste,sticky,0.189
red,white,0.189
repulsive,ugly,0.189
retarded,mental,0.189
scheme,plot,0.189
shrimp,seafood,0.189
skull,brain,0.189
sphere,globe,0.189
spice,sugar,0.189
sport,car,0.189
store,groceries,0.189
tomb,death,0.189
wax,shine,0.189
yard,foot,0.189
aids,death,0.188906
bird,eagle,0.18825
brick,block,0.18825
alien,green,0.188153
angle,acute,0.1875
anus,hole,0.1875
bacon,pork,0.1875
drown,swim,0.1875
eating,disorder,0.1875
gathering,party,0.1875
green,yellow,0.1875
heroin,drugs,0.1875
level,even,0.1875
pump,water,0.1875
rise,shine,0.1875
rust,car,0.1875
short,small,0.1875
shower,cap,0.1875
shy,outgoing,0.1875
stereo,radio,0.1875
stocking,sock,0.1875
sympathetic,caring,0.1875
tangy,sweet,0.1875
toys,kids,0.1875
united,together,0.1875
ankle,joint,0.18694
antiques,furniture,0.186813
length,distance,0.18675
bar,beer,0.186
bomb,war,0.186
close,far,0.186
dice,roll,0.186
elephant,animal,0.186
etiquette,proper,0.186
father,man,0.186
habit,smoking,0.186
heart,organ,0.186
heart,pump,0.186
instruct,tell,0.186
law,police,0.186
letters,write,0.186
murderer,ax,0.186
pal,buddy,0.186
rifle,shoot,0.186
sleigh,ride,0.186
sleigh,santa,0.186
sneak,preview,0.186
steam,water,0.186
subject,school,0.186
tonight,evening,0.186
uptight,tense,0.186
worship,religion,0.186
accountant,taxes,0.185567
additive,food,0.185455
additive,sugar,0.185455
fall,autumn,0.18525
bubble,bath,0.1845
candle,flame,0.1845
communist,russia,0.1845
compute,computer,0.1845
corn,husk,0.1845
elephant,trunk,0.1845
french,kiss,0.1845
garage,door,0.1845
just,right,0.1845
kangaroo,animal,0.1845
navy,blue,0.1845
parents,love,0.1845
preview,review,0.1845
race,win,0.1845
rearrange,organize,0.1845
relativity,theory,0.1845
remorse,regret,0.1845
scare,afraid,0.1845
score,point,0.1845
shag,rug,0.1845
shave,beard,0.1845
shave,legs,0.1845
she,her,0.1845
speaker,radio,0.1845
squeak,noise,0.1845
stripe,flag,0.1845
sub,submarine,0.1845
surgery,operate,0.1845
symptom,illness,0.1845
tooth,ache,0.1845
tooth,brush,0.1845
turnip,greens,0.1845
abhor,disgust,0.184211
lemon,fruit,0.18375
lemon,yellow,0.18375
appliance,toaster,0.183
away,gone,0.183
bell,tower,0.183
bicycle,wheel,0.183
borrow,steal,0.183
brittle,break,0.183
broil,steak,0.183
buy,money,0.183
car,drive,0.183
claw,bear,0.183
draft,army,0.183
eager,anxious,0.183
feather,tickle,0.183
foot,hand,0.183
happiness,joy,0.183
happiness,smile,0.183
hear,sound,0.183
hen,egg,0.183
ivy,plant,0.183
knife,blade,0.183
libel,slander,0.183
majority,rules,0.183
microscope,science,0.183
molten,rock,0.183
mustache,face,0.183
mystery,novel,0.183
nail,finger,0.183
octopus,squid,0.183
opinion,fact,0.183
organization,club,0.183
pass,go,0.183
pond,duck,0.183
potato,baked,0.183
potato,fries,0.183
poverty,rich,0.183
rain,snow,0.183
recall,memory,0.183
reckless,driver,0.183
restore,fix,0.183
right,correct,0.183
royal,queen,0.183
scold,reprimand,0.183
shift,change,0.183
show,movie,0.183
silverware,eat,0.183
sink,dishes,0.183
snorkel,mask,0.183
spike,sharp,0.183
spill,oil,0.183
squirrel,animal,0.183
stake,wood,0.183
stay,go,0.183
strict,mean,0.183
stud,horse,0.183
student,school,0.183
summit,meeting,0.183
sunshine,rain,0.183
terrible,awful,0.183
theorem,idea,0.183
therapy,physical,0.183
thought,idea,0.183
tick,clock,0.183
ticket,concert,0.183
ticket,stub,0.183
trunk,elephant,0.183
tube,tire,0.183
tumble,roll,0.183
twelve,eleven,0.183
twine,rope,0.183
unused,used,0.183
vote,election,0.183
wait,stop,0.183
wand,fairy,0.183
wash,clothes,0.183
wind,breeze,0.183
work,play,0.183
ale,drink,0.181842
bench,park,0.1815
bone,break,0.1815
bone,marrow,0.1815
butterfly,pretty,0.1815
calf,leg,0.1815
children,play,0.1815
communicate,speak,0.1815
dusk,night,0.1815
embarrass,shy,0.1815
eyes,nose,0.1815
feud,family,0.1815
fingernail,toenail,0.1815
follow,leader,0.1815
forward,ahead,0.1815
heaven,god,0.1815
joke,funny,0.1815
ketchup,tomato,0.1815
label,tag,0.1815
lie,cheat,0.1815
lighter,fluid,0.1815
mask,cover,0.1815
metal,steel,0.1815
model,beautiful,0.1815
oar,row,0.1815
raisin,prune,0.1815
refreshing,drink,0.1815
refrigerator,freezer,0.1815
restriction,rules,0.1815
scarf,hat,0.1815
snack,chips,0.1815
soccer,game,0.1815
standards,values,0.1815
stock,bonds,0.1815
stuck,stick,0.1815
study,hard,0.1815
summer,sun,0.1815
television,watch,0.1815
temple,shrine,0.1815
vegetable,green,0.1815
watch,clock,0.1815
width,wide,0.1815
women,man,0.1815
ape,animal,0.18075
adorable,baby,0.180233
billboard,advertisement,0.18
bird,animal,0.18
board,wood,0.18
business,work,0.18
construct,make,0.18
cottage,home,0.18
cracker,jack,0.18
current,water,0.18
draw,paint,0.18
ice,cream,0.18
leather,hide,0.18
scholarship,school,0.18
scrap,paper,0.18
scrap,piece,0.18
sense,feel,0.18
shut,open,0.18
soot,black,0.18
sore,pain,0.18
surrounding,area,0.18
alarm,fire,0.179345
abode,humble,0.179283
hammer,tool,0.17925
king,monarch,0.17925
arrive,late,0.1785
building,house,0.1785
elders,grandparent,0.1785
emotion,love,0.1785
keep,save,0.1785
marriage,love,0.1785
reminiscence,memory,0.1785
roast,meat,0.1785
slurp,sip,0.1785
sphere,world,0.1785
uniform,nurse,0.1785
annual,year,0.1777
ax,tree,0.177
cloak,coat,0.177
competition,sport,0.177
crash,plane,0.177
darkness,black,0.177
end,finish,0.177
erupt,explode,0.177
flash,lightning,0.177
green,blue,0.177
holler,scream,0.177
irritating,rash,0.177
junk,food,0.177
legislature,congress,0.177
lenient,strict,0.177
loop,rope,0.177
lots,parking,0.177
map,direction,0.177
monopoly,money,0.177
moon,star,0.177
pancakes,breakfast,0.177
pickles,dill,0.177
primate,animal,0.177
rap,talk,0.177
relief,pain,0.177
river,lake,0.177
river,stream,0.177
robber,bank,0.177
roof,shingle,0.177
room,house,0.177
shrimp,food,0.177
shun,away,0.177
sibling,rivalry,0.177
signature,sign,0.177
sinker,boat,0.177
slippers,robe,0.177
sprain,hurt,0.177
stocking,stuffer,0.177
stolen,taken,0.177
strength,muscle,0.177
tank,fish,0.177
taste,eat,0.177
tide,detergent,0.177
tomb,dead,0.177
tourist,camera,0.177
tourist,vacation,0.177
utensil,spoon,0.177
daughter,child,0.17625
autumn,spring,0.1755
award,trophy,0.1755
baked,bread,0.1755
beneath,above,0.1755
cable,cord,0.1755
comfortable,relax,0.1755
find,keep,0.1755
get,receive,0.1755
lobby,wait,0.1755
mitten,cold,0.1755
reach,touch,0.1755
retreat,back,0.1755
routine,same,0.1755
running,fast,0.1755
sale,clothes,0.1755
sea,water,0.1755
slimy,goo,0.1755
slimy,gross,0.1755
slug,worm,0.1755
smother,kill,0.1755
squash,yellow,0.1755
stalk,prey,0.1755
state,city,0.1755
stick,glue,0.1755
sty,pig,0.1755
sub,subway,0.1755
subject,math,0.1755
suffocate,choke,0.1755
swim,dive,0.1755
symptom,sick,0.1755
terrific,wonderful,0.1755
tire,flat,0.1755
turn,off,0.1755
vegetables,carrot,0.1755
voyage,journey,0.1755
aerosol,deodorant,0.175097
antiquated,antique,0.175097
go,move,0.17475
antlers,reindeer,0.17425
brave,indian,0.174
chair,stool,0.174
encyclopedia,information,0.174
enough,full,0.174
film,camera,0.174
foam,rubber,0.174
friends,people,0.174
frosting,icing,0.174
intoxicate,drink,0.174
jar,glass,0.174
mansion,big,0.174
medium,middle,0.174
moist,damp,0.174
multiply,add,0.174
odd,strange,0.174
pavement,street,0.174
record,music,0.174
remark,answer,0.174
roses,love,0.174
score,win,0.174
secretary,type,0.174
sermon,preacher,0.174
smell,nose,0.174
smog,pollution,0.174
snatch,steal,0.174
stool,sit,0.174
substance,drugs,0.174
surgery,cut,0.174
tampa,bay,0.174
ten,number,0.174
topping,fudge,0.174
truthful,lie,0.174
tutu,dance,0.174
verse,bible,0.174
wedding,marriage,0.174
balloon,helium,0.1725
boring,class,0.1725
cabbage,patch,0.1725
campus,college,0.1725
celery,stalk,0.1725
china,doll,0.1725
cinnamon,sugar,0.1725
coat,cold,0.1725
conflict,problem,0.1725
continent,asia,0.1725
cough,choke,0.1725
curve,road,0.1725
dew,grass,0.1725
dog,puppy,0.1725
exercise,sweat,0.1725
family,group,0.1725
fasten,tight,0.1725
fire,water,0.1725
genuine,true,0.1725
ghost,haunt,0.1725
glance,stare,0.1725
globe,round,0.1725
guard,watch,0.1725
highway,car,0.1725
honest,dishonest,0.1725
indoors,inside,0.1725
jail,bar,0.1725
jungle,tree,0.1725
key,car,0.1725
lapel,suit,0.1725
legs,feet,0.1725
lot,house,0.1725
loud,quiet,0.1725
notion,thought,0.1725
okay,good,0.1725
park,tree,0.1725
perch,sit,0.1725
plate,fork,0.1725
pocket,jeans,0.1725
pound,ounce,0.1725
pretend,act,0.1725
relative,family,0.1725
relax,tense,0.1725
roost,sit,0.1725
sapphire,gem,0.1725
sapphire,ring,0.1725
saucer,flying,0.1725
sedative,relax,0.1725
severe,bad,0.1725
shark,bite,0.1725
side,out,0.1725
sink,swim,0.1725
sink,water,0.1725
slow,turtle,0.1725
snap,break,0.1725
snot,booger,0.1725
song,dance,0.1725
sour,bitter,0.1725
spine,backbone,0.1725
star,moon,0.1725
storm,wind,0.1725
stray,lost,0.1725
suds,beer,0.1725
summit,top,0.1725
tape,record,0.1725
terror,fright,0.1725
thimble,finger,0.1725
traitor,liar,0.1725
tread,walk,0.1725
treason,guilty,0.1725
victor,win,0.1725
wager,money,0.1725
winding,curve,0.1725
year,time,0.1725
yellow,sun,0.1725
bubble,burst,0.17175
cane,stick,0.17175
knuckle,bone,0.17175
amphibian,animal,0.171661
armor,protection,0.171
armor,shield,0.171
author,write,0.171
beaker,science,0.171
clear,water,0.171
cookie,monster,0.171
crave,hunger,0.171
devil,red,0.171
dinner,eat,0.171
downstairs,basement,0.171
draw,write,0.171
fin,dolphin,0.171
going,leave,0.171
grass,cut,0.171
hard,rock,0.171
hit,ball,0.171
jeopardy,trouble,0.171
length,size,0.171
mechanical,engineer,0.171
meter,money,0.171
mix,blend,0.171
motor,boat,0.171
mouth,tongue,0.171
peel,banana,0.171
referee,game,0.171
ritual,religious,0.171
saloon,beer,0.171
scientific,method,0.171
secret,quiet,0.171
set,stage,0.171
smart,stupid,0.171
spring,bounce,0.171
strike,baseball,0.171
sympathy,empathy,0.171
sympathy,sad,0.171
tiny,big,0.171
turkey,ham,0.171
vine,wine,0.171
width,height,0.171
aftershave,razor,0.170819
annoy,irritate,0.170386
chicken,bird,0.17025
entrance,opening,0.17025
autumn,season,0.1695
buckle,shoe,0.1695
chipmunk,animal,0.1695
creature,being,0.1695
cute,sweet,0.1695
dig,ditch,0.1695
fungus,algae,0.1695
geese,fly,0.1695
heaven,earth,0.1695
italian,language,0.1695
lever,tool,0.1695
miner,gold,0.1695
mist,cloud,0.1695
molecule,small,0.1695
oats,wheat,0.1695
porcupine,animal,0.1695
postage,mail,0.1695
recommendation,job,0.1695
recommendation,letter,0.1695
review,test,0.1695
scarce,plenty,0.1695
smoky,fire,0.1695
soot,ash,0.1695
soothe,comfort,0.1695
spanish,english,0.1695
spree,candy,0.1695
technique,method,0.1695
territory,area,0.1695
theme,song,0.1695
third,second,0.1695
thrift,cheap,0.1695
thrift,spend,0.1695
wag,dog,0.1695
angle,right,0.169333
ale,ginger,0.168171
bat,animal,0.168
code,word,0.168
eternal,life,0.168
frequent,lots,0.168
goose,animal,0.168
hand,write,0.168
history,american,0.168
jupiter,saturn,0.168
mind,matter,0.168
outdoors,woods,0.168
pepper,hot,0.168
photo,camera,0.168
reason,why,0.168
recreation,park,0.168
rust,old,0.168
scale,weigh,0.168
scallop,fish,0.168
school,college,0.168
screw,ball,0.168
seed,flower,0.168
sew,clothes,0.168
slender,skinny,0.168
soar,eagle,0.168
spice,salt,0.168
spirit,soul,0.168
stallion,black,0.168
stop,sign,0.168
swap,switch,0.168
tar,feather,0.168
toys,play,0.168
aggressive,angry,0.167755
aorta,valve,0.167331
calculator,computer,0.16725
homework,work,0.16725
amen,religion,0.166667
abdomen,belly,0.166544
bathroom,restroom,0.1665
canary,yellow,0.1665
car,truck,0.1665
dark,black,0.1665
die,death,0.1665
drawer,desk,0.1665
drip,coffee,0.1665
faith,hope,0.1665
food,good,0.1665
give,receive,0.1665
haul,move,0.1665
jump,skin,0.1665
live,life,0.1665
murderer,death,0.1665
physics,chemistry,0.1665
physics,hard,0.1665
plug,socket,0.1665
rack,shelf,0.1665
reduce,less,0.1665
sandwich,ham,0.1665
scientist,research,0.1665
snob,bitch,0.1665
stack,papers,0.1665
suck,lollipop,0.1665
surface,area,0.1665
tangent,line,0.1665
tell,speak,0.1665
temperature,heat,0.1665
today,yesterday,0.1665
treasure,island,0.1665
treasure,money,0.1665
unite,join,0.1665
yell,shout,0.1665
ape,mammal,0.16575
cone,shape,0.16575
garbage,refuse,0.16575
liar,fool,0.16575
muscle,tissue,0.16575
affair,cheat,0.16564
apple,tree,0.165
ashtray,ash,0.165
bag,sack,0.165
brass,gold,0.165
bud,roses,0.165
cab,driver,0.165
cards,game,0.165
chapel,temple,0.165
chemical,reaction,0.165
chinese,japanese,0.165
conditioner,air,0.165
dairy,cow,0.165
dine,restaurant,0.165
divide,split,0.165
face,nose,0.165
feet,walk,0.165
gloomy,dark,0.165
grape,fruit,0.165
hydrogen,bomb,0.165
junk,car,0.165
kneel,church,0.165
line,clothes,0.165
mob,riot,0.165
monastery,church,0.165
mute,silent,0.165
nervous,shake,0.165
obligation,commitment,0.165
occupation,work,0.165
parrot,talk,0.165
poker,game,0.165
rationalize,reason,0.165
release,free,0.165
rhyme,reason,0.165
ribs,food,0.165
rider,passenger,0.165
rotten,spoiled,0.165
rush,fast,0.165
say,do,0.165
scapegoat,blame,0.165
seldom,rare,0.165
sex,male,0.165
shade,sun,0.165
sheets,blanket,0.165
slice,cut,0.165
slug,slow,0.165
smudge,mark,0.165
sound,hear,0.165
spend,save,0.165
split,banana,0.165
standard,normal,0.165
sugar,salt,0.165
superior,above,0.165
superstition,belief,0.165
tactful,nice,0.165
tail,cat,0.165
team,sport,0.165
technology,science,0.165
test,quiz,0.165
top,spin,0.165
violent,crime,0.165
words,letters,0.165
advance,move,0.164662
pilot,fly,0.16425
alcohol,wine,0.163823
avoid,leave,0.1635
bacon,pig,0.1635
butter,yellow,0.1635
butterfly,moth,0.1635
cavity,hole,0.1635
cheese,milk,0.1635
costume,clothes,0.1635
crunch,smash,0.1635
crush,orange,0.1635
cry,baby,0.1635
decoration,pretty,0.1635
disaster,mess,0.1635
dissolve,sugar,0.1635
dusk,twilight,0.1635
flat,smooth,0.1635
flower,blossom,0.1635
formula,chemistry,0.1635
gallon,water,0.1635
gone,away,0.1635
independent,alone,0.1635
magic,trick,0.1635
mall,store,0.1635
mile,distance,0.1635
noun,pronoun,0.1635
pen,paper,0.1635
penguin,cold,0.1635
seize,capture,0.1635
sermon,lecture,0.1635
servant,slave,0.1635
shower,bath,0.1635
silly,goofy,0.1635
spin,dizzy,0.1635
stair,up,0.1635
sticky,candy,0.1635
thimble,thumb,0.1635
tin,metal,0.1635
town,country,0.1635
tropical,fish,0.1635
tutu,ballerina,0.1635
type,write,0.1635
wall,floor,0.1635
wonder,bread,0.1635
aerobics,sweat,0.163432
aerosol,ozone,0.163424
hive,home,0.16275
seed,sprout,0.16275
ants,pants,0.162162
ballot,election,0.162
bean,baked,0.162
bucket,ice,0.162
buggy,cart,0.162
cancer,sick,0.162
choice,pick,0.162
coat,warm,0.162
conclusion,answer,0.162
conductor,electricity,0.162
cool,cold,0.162
democracy,freedom,0.162
done,over,0.162
energy,electricity,0.162
feet,shoes,0.162
finish,complete,0.162
fray,tear,0.162
grain,sand,0.162
gun,kill,0.162
happy,smile,0.162
hotel,room,0.162
ice,drink,0.162
lily,pad,0.162
lollipop,suck,0.162
market,shop,0.162
nose,smell,0.162
onion,tears,0.162
park,car,0.162
production,play,0.162
professional,amateur,0.162
reality,life,0.162
rich,money,0.162
scientist,lab,0.162
scoop,shovel,0.162
serial,killer,0.162
seven,eleven,0.162
severe,storm,0.162
sheep,herd,0.162
shift,car,0.162
slander,lie,0.162
sneaker,foot,0.162
society,club,0.162
something,object,0.162
sorrow,cry,0.162
stethoscope,heart,0.162
still,quiet,0.162
storage,box,0.162
story,tale,0.162
summit,mountain,0.162
sunshine,florida,0.162
sweat,hot,0.162
sweat,work,0.162
tantrum,baby,0.162
tape,recorder,0.162
torture,hurt,0.162
treat,trick,0.162
tuesday,day,0.162
tuxedo,suit,0.162
veteran,army,0.162
virtue,patience,0.162
waiter,server,0.162
wet,cold,0.162
wet,water,0.162
wheat,germ,0.162
wind,rain,0.162
lady,female,0.16125
additive,substance,0.160909
activity,sport,0.160705
armor,metal,0.1605
art,picture,0.1605
artist,painting,0.1605
author,person,0.1605
bill,payment,0.1605
board,surf,0.1605
brass,plate,0.1605
bulletin,news,0.1605
calcium,vitamin,0.1605
cent,dollar,0.1605
chili,beans,0.1605
chinese,person,0.1605
cover,hide,0.1605
dance,aerobics,0.1605
dragon,animal,0.1605
field,football,0.1605
fright,fear,0.1605
glands,sweat,0.1605
grandpa,old,0.1605
greek,person,0.1605
inch,mile,0.1605
jock,football,0.1605
juice,liquid,0.1605
lettuce,food,0.1605
male,sex,0.1605
minded,absent,0.1605
minimum,wage,0.1605
molecule,chemistry,0.1605
neighborhood,home,0.1605
newspaper,news,0.1605
nuts,bolt,0.1605
proper,noun,0.1605
referee,soccer,0.1605
rely,trust,0.1605
ritual,habit,0.1605
robot,mechanical,0.1605
rodeo,bull,0.1605
salesman,car,0.1605
seam,dress,0.1605
seam,pants,0.1605
set,television,0.1605
shopping,money,0.1605
shut,door,0.1605
smoky,cigarette,0.1605
soothe,relax,0.1605
splash,pool,0.1605
surrounding,environment,0.1605
swimmer,backstroke,0.1605
swimmer,swim,0.1605
tame,calm,0.1605
tangerine,fruit,0.1605
telephone,talk,0.1605
third,base,0.1605
circle,oval,0.15975
foil,metal,0.15975
girl,female,0.15975
hedge,row,0.15975
hill,incline,0.15975
attach,staple,0.159
beach,shore,0.159
blue,red,0.159
build,make,0.159
butter,fat,0.159
calf,animal,0.159
cotton,shirt,0.159
cracker,saltine,0.159
depend,need,0.159
destroy,ruin,0.159
florida,home,0.159
flowers,pretty,0.159
goose,fly,0.159
gymnastics,tumble,0.159
heal,wound,0.159
hut,pizza,0.159
life,die,0.159
mash,squash,0.159
messy,room,0.159
movement,still,0.159
mushroom,drugs,0.159
peaceful,calm,0.159
pig,pork,0.159
prune,raisin,0.159
register,money,0.159
relation,friend,0.159
seem,like,0.159
singer,music,0.159
slender,slim,0.159
spank,hurt,0.159
spray,water,0.159
stay,remain,0.159
stereotype,prejudice,0.159
strawberry,red,0.159
strawberry,shortcake,0.159
succeed,success,0.159
throat,mouth,0.159
whisper,secret,0.159
wise,old,0.159
write,paper,0.159
blood,liquid,0.15825
boy,child,0.15825
door,exit,0.15825
friend,trust,0.15825
kite,bird,0.15825
apart,away,0.158039
blossom,show,0.1575
boyfriend,love,0.1575
candy,bar,0.1575
code,morse,0.1575
consequence,punishment,0.1575
cup,coffee,0.1575
delay,late,0.1575
donation,gift,0.1575
dressing,clothes,0.1575
drunk,beer,0.1575
emotion,cry,0.1575
family,people,0.1575
four,three,0.1575
gentle,rough,0.1575
grind,coffee,0.1575
haircut,scissors,0.1575
inferno,hell,0.1575
iron,mineral,0.1575
mars,jupiter,0.1575
memorial,death,0.1575
movie,video,0.1575
oregano,spaghetti,0.1575
predator,lion,0.1575
printer,paper,0.1575
realize,know,0.1575
replace,fix,0.1575
scribble,scrabble,0.1575
server,waitress,0.1575
shiny,new,0.1575
site,see,0.1575
sneak,peek,0.1575
speech,impediment,0.1575
spirit,school,0.1575
stolen,lost,0.1575
technician,electricity,0.1575
touchdown,score,0.1575
tuba,music,0.1575
volt,lightning,0.1575
watt,light,0.1575
when,time,0.1575
aisle,supermarket,0.157303
alloy,steel,0.157258
acne,spots,0.156794
answer,response,0.156698
amusing,fun,0.15625
diaper,rash,0.156
diet,weight,0.156
drip,dry,0.156
pile,stack,0.156
probability,math,0.156
responsible,nature,0.156
saw,hammer,0.156
shy,timid,0.156
slug,snail,0.156
stench,stink,0.156
stereo,loud,0.156
sunny,rainy,0.156
technology,advance,0.156
tour,duty,0.156
tour,guide,0.156
tusk,ivory,0.156
ache,heart,0.155709
ache,stomach,0.155709
abode,adobe,0.155378
airless,suffocate,0.155378
alien,being,0.155226
affluent,money,0.155172
animals,food,0.155102
air,fluid,0.155017
afraid,dark,0.154788
bar,stool,0.1545
barrel,pickles,0.1545
boss,man,0.1545
bounce,jump,0.1545
coast,beach,0.1545
coast,soap,0.1545
compass,north,0.1545
concrete,cement,0.1545
content,book,0.1545
contract,signature,0.1545
design,draw,0.1545
desk,top,0.1545
dive,jump,0.1545
divide,separate,0.1545
dream,escape,0.1545
drill,hole,0.1545
drink,beer,0.1545
flag,wave,0.1545
glass,drink,0.1545
grape,wine,0.1545
groceries,store,0.1545
hair,long,0.1545
hat,coat,0.1545
hood,cape,0.1545
horse,saddle,0.1545
lace,shoelace,0.1545
leather,cow,0.1545
linen,bed,0.1545
manners,table,0.1545
math,hard,0.1545
mean,nasty,0.1545
melt,snow,0.1545
milk,drink,0.1545
mist,dew,0.1545
oval,office,0.1545
planet,mars,0.1545
prism,rainbow,0.1545
process,procedure,0.1545
quill,scroll,0.1545
quit,smoking,0.1545
reaction,action,0.1545
recruit,enlist,0.1545
scent,perfume,0.1545
schedule,school,0.1545
series,television,0.1545
sex,love,0.1545
shave,hair,0.1545
shirt,tie,0.1545
slimy,slippery,0.1545
snap,fingers,0.1545
son,boy,0.1545
sorry,sad,0.1545
soup,chicken,0.1545
soup,tomato,0.1545
spatula,eggs,0.1545
spin,twirl,0.1545
spool,yarn,0.1545
starboard,right,0.1545
stem,rose,0.1545
stitch,mend,0.1545
surgery,doctor,0.1545
talk,listen,0.1545
toast,burn,0.1545
track,race,0.1545
trim,hair,0.1545
why,how,0.1545
why,question,0.1545
worm,fishing,0.1545
antidote,snake,0.15411
cap,head,0.153
chew,food,0.153
chew,swallow,0.153
crush,love,0.153
digit,finger,0.153
distance,run,0.153
friday,party,0.153
george,name,0.153
gold,money,0.153
grab,bag,0.153
guess,answer,0.153
hop,rabbit,0.153
jesus,religion,0.153
kit,sew,0.153
magic,wand,0.153
mayonnaise,white,0.153
maze,rat,0.153
moon,full,0.153
moon,night,0.153
mug,coffee,0.153
porpoise,animal,0.153
recognition,know,0.153
recognition,praise,0.153
red,rose,0.153
reproduce,baby,0.153
routine,boring,0.153
scrap,junk,0.153
sick,well,0.153
silk,smooth,0.153
sincerity,kindness,0.153
skill,ability,0.153
skillet,egg,0.153
skull,bone,0.153
smog,smoke,0.153
social,security,0.153
soul,heart,0.153
southern,belle,0.153
taboo,bad,0.153
tack,sharp,0.153
team,group,0.153
three,number,0.153
tower,tall,0.153
tray,table,0.153
weight,height,0.153
adrenaline,fear,0.152542
algae,water,0.152229
ballot,box,0.1515
bitter,cold,0.1515
blood,life,0.1515
calculus,hard,0.1515
captain,boat,0.1515
child,adult,0.1515
chocolate,bar,0.1515
chocolate,sweet,0.1515
country,music,0.1515
crevice,hole,0.1515
cut,knife,0.1515
dance,music,0.1515
devil,satan,0.1515
doctor,lawyer,0.1515
duck,bird,0.1515
dustpan,dirt,0.1515
end,start,0.1515
exit,entrance,0.1515
family,home,0.1515
fling,affair,0.1515
fling,toss,0.1515
fries,food,0.1515
glasses,see,0.1515
guys,men,0.1515
incense,burn,0.1515
judge,lawyer,0.1515
london,bridge,0.1515
magazine,article,0.1515
meat,cow,0.1515
metal,heavy,0.1515
metal,iron,0.1515
mineral,rock,0.1515
musk,oil,0.1515
network,computer,0.1515
nicotine,drug,0.1515
oil,grease,0.1515
oil,spill,0.1515
patient,calm,0.1515
pick,nose,0.1515
pond,fish,0.1515
quiet,silent,0.1515
rabbit,bunny,0.1515
rabbit,fur,0.1515
race,white,0.1515
raisin,sun,0.1515
reader,writer,0.1515
reality,truth,0.1515
relax,calm,0.1515
report,tell,0.1515
responsibility,job,0.1515
revenge,anger,0.1515
revenge,even,0.1515
ridicule,tease,0.1515
ring,bell,0.1515
ring,wedding,0.1515
robin,hood,0.1515
scalpel,surgery,0.1515
score,game,0.1515
screw,nail,0.1515
seasoning,pepper,0.1515
seek,hide,0.1515
sensitive,touchy,0.1515
shark,tooth,0.1515
smash,destroy,0.1515
smash,hit,0.1515
soccer,sport,0.1515
sometimes,often,0.1515
speed,ticket,0.1515
splinter,pain,0.1515
stairway,stairs,0.1515
steep,incline,0.1515
stock,money,0.1515
stray,dog,0.1515
sunrise,beautiful,0.1515
sunrise,morning,0.1515
sunshine,beach,0.1515
swing,park,0.1515
tantrum,child,0.1515
terms,agreement,0.1515
thicket,brush,0.1515
thought,mind,0.1515
tie,bow,0.1515
understand,confusion,0.1515
understand,know,0.1515
underwear,clothes,0.1515
variety,mix,0.1515
verb,action,0.1515
abstain,alcohol,0.150538
abstain,refrain,0.150538
bike,car,0.15
black,dark,0.15
break,glass,0.15
bright,dull,0.15
catcher,rye,0.15
check,cash,0.15
crave,food,0.15
curious,nosy,0.15
curved,road,0.15
deep,water,0.15
environment,tree,0.15
firm,grip,0.15
industry,work,0.15
insult,hurt,0.15
jaws,movie,0.15
join,club,0.15
leaves,autumn,0.15
lift,drop,0.15
lift,raise,0.15
live,dead,0.15
mark,write,0.15
microscope,biology,0.15
opening,hole,0.15
pray,church,0.15
prosper,wealth,0.15
punish,spank,0.15
put,down,0.15
repress,hide,0.15
retreat,run,0.15
rung,telephone,0.15
salesman,annoying,0.15
skip,rope,0.15
snack,eat,0.15
soak,drench,0.15
sponge,clean,0.15
succeed,prosper,0.15
tasty,yummy,0.15
technique,skill,0.15
void,check,0.15
welcome,hello,0.15
winner,first,0.15
write,letter,0.15
bacteria,germ,0.1485
bait,worm,0.1485
be,am,0.1485
camp,summer,0.1485
chase,catch,0.1485
closing,ending,0.1485
condom,protection,0.1485
detail,specific,0.1485
dynamite,blast,0.1485
ear,earring,0.1485
empire,king,0.1485
gravity,fall,0.1485
he,man,0.1485
liquid,solid,0.1485
messy,sloppy,0.1485
niece,uncle,0.1485
outdoors,camping,0.1485
outdoors,trees,0.1485
over,above,0.1485
porcupine,sharp,0.1485
pushy,rude,0.1485
recreation,sports,0.1485
recycle,aluminum,0.1485
rights,wrong,0.1485
safe,money,0.1485
sailing,ocean,0.1485
satan,evil,0.1485
scarce,little,0.1485
sentence,paragraph,0.1485
