src,dst,weight
ambulance,hospital,0.253788
anus,ass,0.253676
atlas,world,0.2535
avenue,road,0.2535
baker,cake,0.2535
celery,vegetables,0.2535
combination,lock,0.2535
continent,africa,0.2535
cricket,insect,0.2535
dart,game,0.2535
disbelief,belief,0.2535
eggs,scramble,0.2535
entertainment,movie,0.2535
fan,cool,0.2535
fracture,bone,0.2535
friends,family,0.2535
frill,lace,0.2535
further,away,0.2535
god,jesus,0.2535
goddess,god,0.2535
happening,now,0.2535
heat,cold,0.2535
heights,tall,0.2535
husky,big,0.2535
instance,now,0.2535
loss,win,0.2535
lovers,sex,0.2535
mat,floor,0.2535
measure,ruler,0.2535
memory,mind,0.2535
mixture,cake,0.2535
nasty,bad,0.2535
patient,hospital,0.2535
pitcher,beer,0.2535
reject,accept,0.2535
relative,aunt,0.2535
robbery,bank,0.2535
sailor,boat,0.2535
sum,money,0.2535
suspect,crime,0.2535
sweater,cold,0.2535
sweater,warm,0.2535
tan,dark,0.2535
treat,candy,0.2535
truck,driver,0.2535
tuxedo,formal,0.2535
weights,heavy,0.2535
weights,lift,0.2535
wind,blow,0.2535
wit,funny,0.2535
anything,something,0.252828
cabbage,vegetable,0.25275
anvil,blacksmith,0.252747
absurd,crazy,0.252216
awareness,know,0.252
bear,animal,0.252
cage,bird,0.252
container,tupperware,0.252
cougar,car,0.252
cut,blood,0.252
formal,dress,0.252
going,come,0.252
homeless,bum,0.252
leopard,cat,0.252
mess,clean,0.252
nickel,money,0.252
pie,cake,0.252
puzzle,jigsaw,0.252
supper,food,0.252
suspense,thriller,0.252
sway,move,0.252
system,computer,0.252
unlawful,illegal,0.252
advil,medicine,0.251568
donkey,horse,0.25125
airy,fairy,0.250909
carrots,vegetable,0.2505
change,money,0.2505
cloudy,sunny,0.2505
constitution,rights,0.2505
cornbeef,cabbage,0.2505
crisp,crunchy,0.2505
denial,refuse,0.2505
diagram,chart,0.2505
diet,food,0.2505
disprove,approve,0.2505
diving,swimming,0.2505
drip,water,0.2505
drum,band,0.2505
dungeon,dragon,0.2505
ears,nose,0.2505
employee,work,0.2505
eyelash,mascara,0.2505
foundation,base,0.2505
gem,stone,0.2505
grit,dirt,0.2505
gullible,naive,0.2505
ham,eggs,0.2505
hero,superman,0.2505
learn,school,0.2505
lottery,win,0.2505
mansion,rich,0.2505
massage,rub,0.2505
mature,adult,0.2505
navigator,airplane,0.2505
patrol,cop,0.2505
pleasure,fun,0.2505
position,place,0.2505
precise,accurate,0.2505
pupil,eye,0.2505
repentance,sin,0.2505
ribbon,hair,0.2505
rim,tire,0.2505
shape,mold,0.2505
sheriff,deputy,0.2505
shut,up,0.2505
smell,stink,0.2505
stare,eye,0.2505
tell,say,0.2505
total,whole,0.2505
vessel,boat,0.2505
vote,elect,0.2505
water,drink,0.2505
weather,rain,0.2505
abacus,beads,0.25
ailment,disease,0.25
ahead,forward,0.249887
accept,take,0.249656
agree,yes,0.249536
berry,strawberry,0.249
camera,film,0.249
cotton,soft,0.249
daily,news,0.249
freak,out,0.249
handle,care,0.249
interstate,road,0.249
killer,murderer,0.249
lick,suck,0.249
manners,etiquette,0.249
retarded,slow,0.249
scary,fright,0.249
scary,horror,0.249
smudge,dirty,0.249
state,country,0.249
steam,hot,0.249
sticker,bumper,0.249
suburb,house,0.249
wax,candle,0.249
aching,sore,0.248276
addition,math,0.248172
advert,commercial,0.247826
barn,horse,0.2475
bias,opinion,0.2475
change,different,0.2475
dictionary,book,0.2475
dress,skirt,0.2475
essay,paper,0.2475
flannel,nightgown,0.2475
juggler,ball,0.2475
luxury,money,0.2475
naive,stupid,0.2475
suffocate,smother,0.2475
tack,thumb,0.2475
tape,music,0.2475
wish,dream,0.2475
alive,living,0.24692
anew,renew,0.246753
abundance,plenty,0.246477
alumni,school,0.246429
adept,skilled,0.246094
agnostic,religion,0.246094
acid,burn,0.246062
badge,cop,0.246
bolt,lock,0.246
bran,muffin,0.246
campaign,president,0.246
carnival,fair,0.246
carry,hold,0.246
century,decade,0.246
chief,leader,0.246
comet,star,0.246
cone,head,0.246
confession,priest,0.246
cost,price,0.246
darkness,night,0.246
degree,college,0.246
direction,north,0.246
disintegrate,disappear,0.246
easter,bunny,0.246
england,london,0.246
games,play,0.246
grant,give,0.246
gravel,road,0.246
ground,floor,0.246
imagine,think,0.246
magician,truck,0.246
mary,virgin,0.246
meeting,place,0.246
melt,ice,0.246
meteor,shower,0.246
motion,move,0.246
notes,class,0.246
outlet,electricity,0.246
pickle,cucumber,0.246
planets,earth,0.246
plaque,award,0.246
pollution,air,0.246
promise,lie,0.246
pumpkin,orange,0.246
reef,ocean,0.246
revival,church,0.246
rule,law,0.246
senate,house,0.246
shallow,water,0.246
slick,slippery,0.246
stolen,thief,0.246
suitcase,travel,0.246
throat,sore,0.246
toast,butter,0.246
tomorrow,yesterday,0.246
twilight,star,0.246
virtue,goodness,0.246
vomit,sick,0.246
walrus,animal,0.246
words,sentences,0.246
workout,sweat,0.246
acid,rain,0.245764
alcohol,booze,0.245734
altar,sacrifice,0.245734
analogy,similar,0.24569
adventurer,explorer,0.245353
airhead,dumb,0.245353
airhead,stupid,0.245353
allowed,permission,0.245353
aliens,green,0.244898
allergic,reaction,0.244898
better,best,0.2445
boat,ship,0.2445
brush,comb,0.2445
bumper,sticker,0.2445
champagne,bubble,0.2445
corpse,death,0.2445
detergent,clean,0.2445
fbi,police,0.2445
formula,baby,0.2445
glory,days,0.2445
hindsight,foresight,0.2445
immature,child,0.2445
jazz,dance,0.2445
mayonnaise,sandwich,0.2445
notebook,school,0.2445
nothing,something,0.2445
padding,bra,0.2445
parched,dry,0.2445
pardon,me,0.2445
presentation,speech,0.2445
saw,cut,0.2445
size,large,0.2445
sleep,rest,0.2445
southern,northern,0.2445
stomach,food,0.2445
subway,train,0.2445
tank,army,0.2445
verse,poem,0.2445
wicked,mean,0.2445
wiggle,worm,0.2445
added,more,0.243816
amplify,sound,0.243816
able,capable,0.243472
astronaut,moon,0.243
attack,dog,0.243
bald,head,0.243
buck,money,0.243
bullock,sandra,0.243
business,money,0.243
cafe,food,0.243
catch,fish,0.243
catch,throw,0.243
chance,luck,0.243
china,dish,0.243
coat,hat,0.243
cosmetics,lipstick,0.243
cough,sick,0.243
cowboy,indian,0.243
decay,tooth,0.243
duck,goose,0.243
dwarves,short,0.243
eager,beaver,0.243
entrance,door,0.243
fabric,material,0.243
fighter,pilot,0.243
focus,camera,0.243
freckle,spot,0.243
graduate,student,0.243
grasshopper,bug,0.243
grasshopper,insect,0.243
hatch,back,0.243
hitchhike,car,0.243
identity,person,0.243
incline,steep,0.243
invalid,wrong,0.243
kitchen,food,0.243
kneel,knee,0.243
knitting,grandma,0.243
late,night,0.243
limp,leg,0.243
mayor,city,0.243
menthol,mint,0.243
merit,good,0.243
merit,honor,0.243
movie,theater,0.243
onion,smell,0.243
owe,debt,0.243
president,leader,0.243
prom,night,0.243
rainy,cloudy,0.243
religion,catholic,0.243
reservation,hotel,0.243
running,jogging,0.243
sapphire,blue,0.243
sapphire,stone,0.243
scalpel,cut,0.243
scarf,neck,0.243
sheep,lamb,0.243
snorkel,water,0.243
sometimes,maybe,0.243
spades,hearts,0.243
stern,mean,0.243
strict,parent,0.243
superman,hero,0.243
swamp,mud,0.243
sweet,candy,0.243
tan,sun,0.243
theater,play,0.243
tree,leaf,0.243
twister,movie,0.243
typhoon,lagoon,0.243
typhoon,storm,0.243
underground,tunnel,0.243
unpleasant,bad,0.243
upstream,river,0.243
wed,marriage,0.243
writer,book,0.243
amid,in,0.242915
advertising,marketing,0.242784
abroad,overseas,0.242424
bourbon,liquor,0.24225
pickle,sour,0.24225
air,oxygen,0.241952
anteater,tongue,0.241935
acceptable,good,0.241758
beg,ask,0.2415
boxing,fight,0.2415
brook,river,0.2415
character,personality,0.2415
clue,hint,0.2415
deliver,send,0.2415
dot,point,0.2415
entertainment,fun,0.2415
fuel,car,0.2415
gentle,kind,0.2415
insecure,secure,0.2415
instrument,piano,0.2415
leopard,animal,0.2415
paper,pencil,0.2415
prohibit,forbid,0.2415
pure,white,0.2415
razor,cut,0.2415
refreshing,water,0.2415
rum,drink,0.2415
rum,liquor,0.2415
screwdriver,tool,0.2415
shape,figure,0.2415
silence,noise,0.2415
skin,soft,0.2415
traffic,light,0.2415
valley,hill,0.2415
anxiety,stress,0.241316
agitated,annoyed,0.240876
alley,cat,0.240857
contest,game,0.24075
affirmative,positive,0.240418
abundant,lots,0.24
abundant,many,0.24
abundant,plenty,0.24
calculator,numbers,0.24
castle,sand,0.24
cat,kitten,0.24
chime,wind,0.24
cornbeef,food,0.24
current,now,0.24
dishes,dirty,0.24
diving,board,0.24
drip,faucet,0.24
floor,ceiling,0.24
friendship,love,0.24
function,work,0.24
gamble,bet,0.24
gate,open,0.24
helper,aid,0.24
lemon,sour,0.24
minded,open,0.24
not,yes,0.24
opera,singer,0.24
pajamas,nightgown,0.24
pleasure,happiness,0.24
rocks,stones,0.24
separate,apart,0.24
shooting,star,0.24
subtraction,minus,0.24
surrounding,around,0.24
tornado,wind,0.24
trees,forest,0.24
trial,jury,0.24
abuse,hurt,0.239312
agent,secret,0.239098
accomplished,finished,0.238938
adobe,photoshop,0.238636
anyway,so,0.238636
almighty,powerful,0.238611
awesome,cool,0.2385
bang,boom,0.2385
bargain,deal,0.2385
birth,baby,0.2385
carpet,floor,0.2385
clerk,store,0.2385
cork,bottle,0.2385
destruction,destroy,0.2385
failure,success,0.2385
greet,meet,0.2385
homework,study,0.2385
hustle,hurry,0.2385
hut,straw,0.2385
lean,skinny,0.2385
lecture,boring,0.2385
legion,foreign,0.2385
missing,gone,0.2385
palace,king,0.2385
pattern,sew,0.2385
review,study,0.2385
ride,car,0.2385
riot,fight,0.2385
rodent,mouse,0.2385
roll,bread,0.2385
scene,play,0.2385
score,test,0.2385
smell,odor,0.2385
squad,group,0.2385
sure,deodorant,0.2385
tablet,aspirin,0.2385
total,all,0.2385
alongside,with,0.238267
anticipate,wait,0.238267
aggravate,irritate,0.238194
american,flag,0.237931
amongst,with,0.237736
ageless,young,0.237154
adolescence,teen,0.237113
adolescence,young,0.237113
afternoon,tea,0.237113
artery,blood,0.237
athlete,jock,0.237
average,normal,0.237
beginning,start,0.237
blow,wind,0.237
bump,speed,0.237
candidate,election,0.237
carry,drop,0.237
checkbook,balance,0.237
chlorine,bleach,0.237
cooler,ice,0.237
cost,expense,0.237
crumb,cookie,0.237
crutch,leg,0.237
degree,temperature,0.237
engineer,smart,0.237
fish,water,0.237
flake,cereal,0.237
haircut,short,0.237
hand,foot,0.237
hit,run,0.237
inability,unable,0.237
instructor,professor,0.237
intuition,know,0.237
jaw,teeth,0.237
jeep,truck,0.237
jewish,religion,0.237
justice,court,0.237
lease,apartment,0.237
lend,money,0.237
lipstick,lips,0.237
local,near,0.237
microphone,loud,0.237
microwave,food,0.237
party,animal,0.237
persuade,convince,0.237
pleasant,nice,0.237
power,money,0.237
power,strength,0.237
proton,electron,0.237
publisher,writer,0.237
realize,understand,0.237
receipt,money,0.237
recycle,reuse,0.237
return,leave,0.237
ribs,barbecue,0.237
righteous,brothers,0.237
rotten,bad,0.237
rub,massage,0.237
scientist,doctor,0.237
sharp,dull,0.237
slogan,saying,0.237
slope,hill,0.237
socket,eye,0.237
stem,plant,0.237
supermarket,grocery,0.237
surgery,operation,0.237
swallow,eat,0.237
sympathetic,sorry,0.237
synagogue,temple,0.237
tranquil,calm,0.237
tranquil,peace,0.237
unnatural,natural,0.237
valor,bravery,0.237
zit,acne,0.237
abstain,sex,0.236559
ambition,goal,0.23633
musty,old,0.23625
airship,blimp,0.23622
adversity,challenge,0.235714
boil,hot,0.2355
ceramic,tile,0.2355
coward,wimp,0.2355
detergent,clothes,0.2355
dove,peace,0.2355
experiment,lab,0.2355
experiment,psychology,0.2355
famous,star,0.2355
fountain,youth,0.2355
mop,clean,0.2355
padding,cushion,0.2355
plum,tree,0.2355
plus,add,0.2355
pole,flag,0.2355
round,ball,0.2355
some,few,0.2355
stars,moon,0.2355
string,kite,0.2355
suitcase,clothes,0.2355
taste,food,0.2355
term,paper,0.2355
vest,suit,0.2355
waves,water,0.2355
rooster,crow,0.23475
among,friends,0.234201
avoid,ignore,0.234
broccoli,cheese,0.234
build,house,0.234
captive,hostage,0.234
digestion,eat,0.234
disbelieve,believe,0.234
door,window,0.234
fell,down,0.234
frequency,often,0.234
gazelle,deer,0.234
hazard,dangerous,0.234
hear,see,0.234
mascara,eyes,0.234
medal,honor,0.234
medication,pill,0.234
meticulous,neat,0.234
moron,dumb,0.234
ointment,medicine,0.234
policeman,cop,0.234
reckless,driving,0.234
reliable,trustworthy,0.234
rescue,help,0.234
save,money,0.234
scuba,gear,0.234
secretary,boss,0.234
seed,grow,0.234
sew,needle,0.234
symptom,cold,0.234
toe,nail,0.234
trailer,hitch,0.234
travel,plane,0.234
wait,patience,0.234
warning,danger,0.234
weigh,scales,0.234
whip,cream,0.234
write,print,0.234
amaze,wonder,0.233659
adjourn,leave,0.233427
ambassador,representative,0.233333
mirage,illusion,0.23325
rope,tie,0.23325
ace,card,0.233216
alpine,snow,0.233216
all,everyone,0.232615
almond,joy,0.232531
article,clothes,0.2325
buffalo,animal,0.2325
buggy,horse,0.2325
bun,roll,0.2325
cast,play,0.2325
catch,ball,0.2325
chick,girl,0.2325
climax,orgasm,0.2325
conscience,guilty,0.2325
cuss,word,0.2325
dew,morning,0.2325
dew,wet,0.2325
faucet,sink,0.2325
financial,aid,0.2325
flu,cold,0.2325
fries,hamburger,0.2325
fuse,box,0.2325
golf,ball,0.2325
golf,club,0.2325
hay,stack,0.2325
hooked,addicted,0.2325
horizon,sunset,0.2325
illusion,dream,0.2325
inlet,water,0.2325
lawyer,court,0.2325
litter,kitty,0.2325
majority,most,0.2325
market,food,0.2325
movement,motion,0.2325
organ,heart,0.2325
ox,animal,0.2325
pan,cook,0.2325
peach,fuzz,0.2325
people,crowd,0.2325
plenty,lot,0.2325
polite,rude,0.2325
prime,time,0.2325
rainy,wet,0.2325
religion,church,0.2325
rent,apartment,0.2325
rent,money,0.2325
republic,country,0.2325
rubber,condom,0.2325
rummy,game,0.2325
shark,jaws,0.2325
ski,water,0.2325
slap,face,0.2325
snooze,alarm,0.2325
snorkel,swim,0.2325
spade,shovel,0.2325
tab,soda,0.2325
teapot,kettle,0.2325
tonic,drink,0.2325
used,car,0.2325
vivid,color,0.2325
wit,humor,0.2325
wolf,animal,0.2325
wrist,arm,0.2325
am,be,0.232472
coal,fuel,0.23175
abrupt,quick,0.231579
addict,drug,0.231579
apartment,house,0.231
bicycle,bike,0.231
bug,roach,0.231
cave,hole,0.231
color,purple,0.231
corrupt,bad,0.231
dam,beaver,0.231
dresser,clothes,0.231
employment,work,0.231
explain,tell,0.231
formal,informal,0.231
gas,fuel,0.231
homeless,people,0.231
instrument,guitar,0.231
jock,strap,0.231
juvenile,young,0.231
lizard,reptile,0.231
loan,bank,0.231
lump,breast,0.231
magnitude,great,0.231
market,place,0.231
necklace,bracelet,0.231
often,frequent,0.231
picnic,basket,0.231
poet,poem,0.231
preference,like,0.231
ridicule,laugh,0.231
rodeo,cowboy,0.231
roost,chicken,0.231
screen,television,0.231
several,few,0.231
stock,market,0.231
style,fashion,0.231
tap,water,0.231
thing,it,0.231
tiger,cat,0.231
time,watch,0.231
traffic,jam,0.231
worn,out,0.231
anvil,heavy,0.230769
bagel,bread,0.23025
achievement,success,0.230125
acne,skin,0.229965
ancestors,history,0.229965
agitated,upset,0.229927
achiever,success,0.229885
adrenal,adrenaline,0.229665
banana,apple,0.2295
beans,rice,0.2295
blockade,stop,0.2295
bloom,blossom,0.2295
boulevard,avenue,0.2295
calcium,bone,0.2295
chalkboard,eraser,0.2295
charcoal,barbecue,0.2295
charcoal,black,0.2295
column,row,0.2295
deceive,trick,0.2295
define,dictionary,0.2295
disappear,appear,0.2295
disease,aids,0.2295
diver,scuba,0.2295
eat,drink,0.2295
graceful,ballet,0.2295
hunting,deer,0.2295
industry,factory,0.2295
liberal,conservative,0.2295
medieval,times,0.2295
misery,pain,0.2295
neuron,brain,0.2295
nursery,rhyme,0.2295
octopus,arms,0.2295
peroxide,clean,0.2295
plant,grow,0.2295
plug,outlet,0.2295
rocket,space,0.2295
soot,dirt,0.2295
succeed,fail,0.2295
tar,black,0.2295
think,brain,0.2295
violation,law,0.2295
adventure,island,0.22944
amen,god,0.229167
accident,mistake,0.228945
fog,cloud,0.22875
thorn,prick,0.22875
affordable,money,0.228374
absolutely,sure,0.228261
acknowledge,know,0.228083
assistant,manager,0.228
baked,cook,0.228
barracuda,shark,0.228
beetle,juice,0.228
brandy,drink,0.228
brandy,wine,0.228
brat,child,0.228
brat,kid,0.228
breeze,cool,0.228
cabinet,kitchen,0.228
carrot,vegetables,0.228
coin,penny,0.228
couple,marriage,0.228
crystal,glass,0.228
damage,hurt,0.228
daring,brave,0.228
dive,pool,0.228
dive,swim,0.228
drink,water,0.228
educate,teach,0.228
employee,boss,0.228
factory,worker,0.228
fiction,nonfiction,0.228
florida,sun,0.228
goods,food,0.228
ground,earth,0.228
habit,bad,0.228
hair,comb,0.228
hunt,deer,0.228
hut,house,0.228
lecture,talk,0.228
ledge,window,0.228
liver,onion,0.228
medicine,doctor,0.228
mile,kilometer,0.228
monastery,priest,0.228
moth,ball,0.228
noose,rope,0.228
observe,see,0.228
orchard,flower,0.228
other,different,0.228
pen,ink,0.228
pike,peak,0.228
quart,pint,0.228
rainbow,rain,0.228
raisin,bran,0.228
remember,memory,0.228
report,card,0.228
sacred,holy,0.228
second,minute,0.228
send,letter,0.228
singer,dancer,0.228
summer,hot,0.228
tramp,whore,0.228
trot,run,0.228
world,universe,0.228
adorable,sweet,0.227586
ice,water,0.22725
assume,guess,0.2265
barrier,blockade,0.2265
bathroom,shower,0.2265
blackmail,money,0.2265
butcher,knife,0.2265
champagne,drink,0.2265
cheat,test,0.2265
detective,police,0.2265
dim,dark,0.2265
directions,instructions,0.2265
electric,light,0.2265
fossil,bone,0.2265
handkerchief,sneeze,0.2265
heart,love,0.2265
hitch,ride,0.2265
horrible,awful,0.2265
italian,food,0.2265
ivory,elephant,0.2265
jar,jelly,0.2265
justice,peace,0.2265
leak,water,0.2265
lease,house,0.2265
nervous,scared,0.2265
nicotine,smoke,0.2265
pets,cat,0.2265
punctuation,grammar,0.2265
rural,urban,0.2265
scared,afraid,0.2265
senate,government,0.2265
shave,razor,0.2265
spoiled,brat,0.2265
swan,lake,0.2265
sweetheart,lover,0.2265
tide,ocean,0.2265
tradition,old,0.2265
tranquil,peaceful,0.2265
anytime,anywhere,0.225806
anytime,now,0.225806
camel,animal,0.22575
aimless,lost,0.225564
anthropology,science,0.225564
angled,triangle,0.225296
altar,wedding,0.225256
ancestry,heritage,0.225256
adversity,difficulty,0.225
appear,see,0.225
blackberry,pie,0.225
bomb,explode,0.225
bright,sun,0.225
bumpy,rough,0.225
bumpy,smooth,0.225
cashew,peanut,0.225
chapter,one,0.225
clown,laugh,0.225
describe,tell,0.225
distance,long,0.225
dove,white,0.225
dunk,slam,0.225
explanation,answer,0.225
fence,picket,0.225
flat,tire,0.225
foil,wrap,0.225
frantic,crazy,0.225
gem,jewel,0.225
graph,chart,0.225
graph,paper,0.225
knuckle,finger,0.225
leopard,tiger,0.225
letters,mail,0.225
lung,cancer,0.225
material,cloth,0.225
mechanical,machine,0.225
melody,tune,0.225
meter,park,0.225
mob,gang,0.225
noodles,soup,0.225
nurse,hospital,0.225
panic,scared,0.225
pantyhose,run,0.225
paw,cat,0.225
pour,spill,0.225
powder,baby,0.225
problem,solution,0.225
protractor,geometry,0.225
racquetball,sport,0.225
rag,towel,0.225
rear,front,0.225
room,bedroom,0.225
saloon,hair,0.225
scuba,water,0.225
seam,stitch,0.225
secretive,quiet,0.225
silly,stupid,0.225
sleigh,reindeer,0.225
smear,mess,0.225
stair,step,0.225
stay,leave,0.225
sun,moon,0.225
telephone,ring,0.225
tennis,court,0.225
trace,draw,0.225
tupperware,party,0.225
type,kind,0.225
unconscious,asleep,0.225
undecided,decided,0.225
unit,one,0.225
villain,evil,0.225
analysis,study,0.224879
another,more,0.224727
allspice,cooking,0.22467
amuse,funny,0.224479
adultery,sin,0.224403
answers,responses,0.224199
apartheid,africa,0.223881
acrobat,gymnast,0.223667
apron,kitchen,0.2235
ashes,cigarette,0.2235
bartender,alcohol,0.2235
bean,green,0.2235
beneath,below,0.2235
boot,camp,0.2235
breakfast,dinner,0.2235
broke,fix,0.2235
calendar,month,0.2235
camel,hump,0.2235
cobbler,shoe,0.2235
compute,calculate,0.2235
contractor,building,0.2235
cool,warm,0.2235
copier,paper,0.2235
curb,sidewalk,0.2235
customer,client,0.2235
decade,century,0.2235
defrost,thaw,0.2235
dessert,cake,0.2235
double,trouble,0.2235
feel,emotion,0.2235
flashlight,bulb,0.2235
frustrate,annoy,0.2235
fur,animal,0.2235
furniture,couch,0.2235
gifted,talented,0.2235
headband,sweat,0.2235
her,she,0.2235
heritage,family,0.2235
identity,self,0.2235
kneel,stand,0.2235
lapel,collar,0.2235
lawyer,doctor,0.2235
mink,animal,0.2235
mixture,combination,0.2235
music,rock,0.2235
nonsense,stupid,0.2235
nose,mouth,0.2235
panel,wood,0.2235
pardon,forgive,0.2235
pat,touch,0.2235
perceive,see,0.2235
perch,fish,0.2235
person,human,0.2235
pizza,food,0.2235
prank,trick,0.2235
pretty,girl,0.2235
range,stove,0.2235
rank,army,0.2235
relax,sleep,0.2235
republic,democrat,0.2235
safe,secure,0.2235
scarcity,rare,0.2235
shears,cut,0.2235
slab,meat,0.2235
speed,car,0.2235
stage,play,0.2235
stall,horse,0.2235
steer,cow,0.2235
subtlety,quiet,0.2235
summit,peak,0.2235
surf,waves,0.2235
tab,bill,0.2235
thigh,fat,0.2235
times,clock,0.2235
unique,one,0.2235
upset,cry,0.2235
voyage,ship,0.2235
waiter,food,0.2235
waiter,restaurant,0.2235
weights,muscle,0.2235
zucchini,green,0.2235
zucchini,squash,0.2235
abbey,monk,0.223404
amazement,surprise,0.223404
airhead,blonde,0.223048
fiction,story,0.22275
alpine,skiing,0.222615
admission,enter,0.222287
abroad,study,0.222222
beet,vegetables,0.222
cup,glass,0.222
demand,ask,0.222
demand,supply,0.222
dull,sharp,0.222
ear,nose,0.222
few,little,0.222
freedom,usa,0.222
fresh,stale,0.222
glad,bag,0.222
hearing,aid,0.222
iceberg,lettuce,0.222
instrument,music,0.222
juvenile,child,0.222
lizard,snake,0.222
mister,sir,0.222
napkin,wipe,0.222
opposite,different,0.222
path,way,0.222
plumber,toilet,0.222
sailing,water,0.222
sincere,nice,0.222
underwater,fish,0.222
amazing,wonderful,0.221831
additionally,more,0.221402
adieu,french,0.221402
anyone,someone,0.221402
capital,city,0.22125
electricity,shock,0.22125
march,month,0.22125
mole,animal,0.22125
ankle,bone,0.221224
america,freedom,0.220951
affirm,yes,0.22093
anus,rectum,0.220588
boss,employee,0.2205
cooler,beer,0.2205
cousin,family,0.2205
cowgirl,horse,0.2205
crossing,street,0.2205
dagger,sword,0.2205
discreet,quiet,0.2205
enjoy,like,0.2205
exchange,trade,0.2205
float,water,0.2205
fuzz,lint,0.2205
kilometer,meter,0.2205
list,groceries,0.2205
loaf,lazy,0.2205
move,leave,0.2205
noise,sound,0.2205
noon,twelve,0.2205
olympics,sports,0.2205
pastry,doughnut,0.2205
picnic,table,0.2205
printing,writing,0.2205
raft,water,0.2205
rim,basketball,0.2205
rung,bell,0.2205
rung,ring,0.2205
soot,chimney,0.2205
sponge,soak,0.2205
start,go,0.2205
unemployment,poor,0.2205
window,door,0.2205
accent,foreign,0.22028
analogy,story,0.219828
activist,protest,0.21978
adjust,fix,0.21978
affairs,business,0.21978
agitate,shake,0.21978
anarchist,rebel,0.21978
advil,tylenol,0.219416
blur,vision,0.219
bondage,sex,0.219
cemetery,grave,0.219
communication,telephone,0.219
depth,water,0.219
florida,sunshine,0.219
fool,stupid,0.219
foreign,language,0.219
gene,dna,0.219
hero,sandwich,0.219
macaroni,noodles,0.219
murderer,kill,0.219
nerd,glasses,0.219
nitrogen,oxygen,0.219
permission,parents,0.219
rumor,gossip,0.219
salute,army,0.219
stairs,steps,0.219
stranger,unknown,0.219
tornado,storm,0.219
waitress,restaurant,0.219
yearly,monthly,0.219
agitated,irritated,0.218978
anybody,anyone,0.218978
anybody,somebody,0.218978
addition,plus,0.218845
amazon,jungle,0.21875
adolescent,young,0.218042
abduction,kidnapping,0.217742
anteater,nose,0.217742
absence,good,0.2175
arm,hand,0.2175
asia,africa,0.2175
basic,easy,0.2175
beach,sun,0.2175
bit,bite,0.2175
blueberry,strawberry,0.2175
boxer,fighter,0.2175
bran,oats,0.2175
congress,senate,0.2175
drill,bit,0.2175
elaborate,explain,0.2175
foresight,future,0.2175
frontier,land,0.2175
gather,together,0.2175
handicap,parking,0.2175
indian,red,0.2175
keyboard,music,0.2175
killer,murder,0.2175
lab,experiment,0.2175
league,little,0.2175
monthly,yearly,0.2175
murder,death,0.2175
muscle,arm,0.2175
nine,number,0.2175
payment,bill,0.2175
phone,talk,0.2175
plain,simple,0.2175
pledge,flag,0.2175
polish,clean,0.2175
rigid,rough,0.2175
sex,female,0.2175
shot,kill,0.2175
site,place,0.2175
sloppy,joe,0.2175
sorority,girls,0.2175
starboard,boat,0.2175
stopper,cork,0.2175
subject,class,0.2175
swan,duck,0.2175
tag,grab,0.2175
talent,show,0.2175
tangy,orange,0.2175
task,chore,0.2175
tenor,bass,0.2175
thinking,brain,0.2175
twin,brother,0.2175
tylenol,medicine,0.2175
typewriter,computer,0.2175
wedding,bell,0.2175
wood,tree,0.2175
wool,sweater,0.2175
absolutely,positively,0.217391
accelerate,faster,0.217241
ample,enough,0.21673
alps,mountain,0.216606
actions,words,0.216
anecdote,funny,0.216
barrier,reef,0.216
beware,caution,0.216
bishop,pope,0.216
brave,strong,0.216
burnt,black,0.216
cards,poker,0.216
coral,ocean,0.216
crease,wrinkle,0.216
creative,art,0.216
cuff,sleeve,0.216
determine,decide,0.216
dishwasher,clean,0.216
dream,nightmare,0.216
easter,holiday,0.216
egypt,temple,0.216
english,spanish,0.216
explanation,excuse,0.216
flip,flop,0.216
fugitive,outlaw,0.216
gallop,trot,0.216
gear,car,0.216
glass,window,0.216
handsome,man,0.216
illegal,legal,0.216
irritate,bother,0.216
letters,alphabet,0.216
lit,bright,0.216
literature,read,0.216
luxury,rich,0.216
master,slave,0.216
metric,meter,0.216
orchestra,violin,0.216
paper,write,0.216
parkway,cars,0.216
picket,protest,0.216
pickle,dill,0.216
pity,sorry,0.216
portray,picture,0.216
prepare,make,0.216
private,public,0.216
prohibit,stop,0.216
reduce,increase,0.216
refuse,deny,0.216
rotten,apple,0.216
sauce,tomato,0.216
scroll,write,0.216
security,police,0.216
singer,song,0.216
slime,gross,0.216
thriller,exciting,0.216
toes,finger,0.216
tonight,tomorrow,0.216
two,one,0.216
valor,honor,0.216
value,worth,0.216
vary,differ,0.216
vaseline,jelly,0.216
volleyball,sport,0.216
wallet,purse,0.216
ankle,leg,0.215947
ailment,sick,0.215909
anxiety,fear,0.215858
aged,wine,0.215753
bison,animal,0.21525
mosquito,insect,0.21525
academia,study,0.215054
add,plus,0.21483
absent,missing,0.21479
apex,top,0.2145
asleep,dream,0.2145
attendance,school,0.2145
basement,attic,0.2145
binder,book,0.2145
bog,down,0.2145
cabin,woods,0.2145
casual,dress,0.2145
chew,eat,0.2145
claw,crab,0.2145
climate,hot,0.2145
compute,add,0.2145
conscious,unconscious,0.2145
cookout,food,0.2145
corner,street,0.2145
coward,scared,0.2145
crunchy,candy,0.2145
earth,moon,0.2145
famous,person,0.2145
holy,church,0.2145
integrate,together,0.2145
